StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3_1,QID3_2,QID3_3,QID4_1,QID4_2,QID4_3,QID5_1,QID5_2,QID5_3,QID6_1,QID6_2,QID6_3,QID7_1,QID7_2,QID7_3,QID8_1,QID8_2,QID8_3,QID9,QID10,QID11_1,QID11_2,QID11_3,QID12_1,QID12_2,QID12_3,QID13_1,QID13_2,QID13_3,QID14_1,QID14_2,QID14_3,QID15_1,QID15_2,QID15_3,QID16_1,QID16_2,QID16_3,QID17_1,QID17_2,QID17_3,QID18_1,QID18_2,QID18_3,QID19_1,QID19_2,QID19_3,QID20_1,QID20_2,QID20_3,QID21,QID22,QID23_1,QID23_2,QID23_3,QID24_1,QID24_2,QID24_3,QID25_1,QID25_2,QID25_3,QID26_1,QID26_2,QID26_3,QID27_1,QID27_2,QID27_3,QID28_1,QID28_2,QID28_3,QID29_1,QID29_2,QID29_3,QID30_1,QID30_2,QID30_3,QID31_1,QID31_2,QID31_3,QID32_1,QID32_2,QID32_3,QID33,QID34,QID35_1,QID35_2,QID35_3,QID36_1,QID36_2,QID36_3,QID37_1,QID37_2,QID37_3,QID38_1,QID38_2,QID38_3,QID39_1,QID39_2,QID39_3,QID40_1,QID40_2,QID40_3,QID41_1,QID41_2,QID41_3,QID42_1,QID42_2,QID42_3,QID43_1,QID43_2,QID43_3,QID44_1,QID44_2,QID44_3,QID45_1,QID45_2,QID45_3,QID46,QID47,QID48_1,QID48_2,QID48_3,QID49_1,QID49_2,QID49_3,QID50_1,QID50_2,QID50_3,QID51,QID52,QID53_1,QID53_2,QID53_3,QID54_1,QID54_2,QID54_3,QID55_1,QID55_2,QID55_3,QID56_1,QID56_2,QID56_3,QID57_1,QID57_2,QID57_3,QID58,QID59,QID60_1,QID60_2,QID60_3,QID61_1,QID61_2,QID61_3,QID62_1,QID62_2,QID62_3,QID63_1,QID63_2,QID63_3,QID64_1,QID64_2,QID64_3,QID65,QID66,QID67_1,QID67_2,QID67_3,QID68_1,QID68_2,QID68_3,QID69_1,QID69_2,QID69_3,QID70_1,QID70_2,QID70_3,QID71_1,QID71_2,QID71_3,QID72_1,QID72_2,QID72_3,QID73_1,QID73_2,QID73_3,QID74_1,QID74_2,QID74_3,QID75,QID76
{'address': '15-17 norman way, coldhams business park', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '16', 'name': 'express by holiday inn cambridge', 'phone': '01223866800', 'postcode': 'cb13lh', 'pricerange': 'expensive', 'stars': '2', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000016'}
{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000018'}
{'address': 'kingfisher way, hinchinbrook business park, huntingdon', 'area': 'west', 'internet': 'yes', 'parking': 'yes', 'id': '22', 'name': 'huntingdon marriott hotel', 'phone': '01480446000', 'postcode': 'pe296fl', 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000022'}
{'address': '53-57 lensfield road', 'area': 'south', 'internet': 'yes', 'parking': 'yes', 'id': '29', 'name': 'the lensfield hotel', 'phone': '01223355017', 'postcode': 'cb21en', 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000029'}
{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000030'}
 



Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Conversation Consistency","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 



Database Result: 

Count: 5


{'address': '15-17 norman way, coldhams business park', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '16', 'name': 'express by holiday inn cambridge', 'phone': '01223866800', 'postcode': 'cb13lh', 'pricerange': 'expensive', 'stars': '2', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000016'}
{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000018'}
{'address': 'kingfisher way, hinchinbrook business park, huntingdon', 'area': 'west', 'internet': 'yes', 'parking': 'yes', 'id': '22', 'name': 'huntingdon marriott hotel', 'phone': '01480446000', 'postcode': 'pe296fl', 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000022'}
{'address': '53-57 lensfield road', 'area': 'south', 'internet': 'yes', 'parking': 'yes', 'id': '29', 'name': 'the lensfield hotel', 'phone': '01223355017', 'postcode': 'cb21en', 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000029'}
{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000030'}
 



Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Backend Knowledge Consistency","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 



Database Result: 

Count: 5


{'address': '15-17 norman way, coldhams business park', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '16', 'name': 'express by holiday inn cambridge', 'phone': '01223866800', 'postcode': 'cb13lh', 'pricerange': 'expensive', 'stars': '2', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000016'}
{'address': 'gonville place', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '18', 'name': 'gonville hotel', 'phone': '01223366611', 'postcode': 'cb11ly', 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000018'}
{'address': 'kingfisher way, hinchinbrook business park, huntingdon', 'area': 'west', 'internet': 'yes', 'parking': 'yes', 'id': '22', 'name': 'huntingdon marriott hotel', 'phone': '01480446000', 'postcode': 'pe296fl', 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000022'}
{'address': '53-57 lensfield road', 'area': 'south', 'internet': 'yes', 'parking': 'yes', 'id': '29', 'name': 'the lensfield hotel', 'phone': '01223355017', 'postcode': 'cb21en', 'pricerange': 'expensive', 'stars': '3', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000029'}
{'address': 'regent street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '30', 'name': 'university arms hotel', 'phone': '01223351241', 'postcode': 'cb21ad', 'pricerange': 'expensive', 'stars': '4', 'takesbookings': 'yes', 'type': 'hotel', 'ref': '00000030'}
 



Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Policy Compliance","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide. 

User: Not really on the area. But I would like an expensive guesthouse. 



Database Result: 

Count: 0


 



Agent: Unfortunately, there are no expensive guesthouses with free wifi available in our database, I'll make sure to update you if any new options become available.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Conversation Consistency","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide. 

User: Not really on the area. But I would like an expensive guesthouse. 



Database Result: 

Count: 0


 



Agent: Unfortunately, there are no expensive guesthouses with free wifi available in our database, I'll make sure to update you if any new options become available.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Backend Knowledge Consistency","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide. 

User: Not really on the area. But I would like an expensive guesthouse. 



Database Result: 

Count: 0


 



Agent: Unfortunately, there are no expensive guesthouses with free wifi available in our database, I'll make sure to update you if any new options become available.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Policy Compliance","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide. 

User: Not really on the area. But I would like an expensive guesthouse. 

Agent: Unfortunately, there are no expensive guesthouses with free wifi available in our database, I'll make sure to update you if any new options become available. 

User: Ok, well I guess a cheap one would work just as well. I need a place to stay. I would just still need free wifi. 



Database Result: 

Count: 9


{'address': '56 saint barnabas road', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '2', 'name': 'alexander bed and breakfast', 'phone': '01223525725', 'postcode': 'cb12de', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000002'}
{'address': '517a coldham lane', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '3', 'name': 'allenbell', 'phone': '01223210353', 'postcode': 'cb13js', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000003'}
{'address': '710 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '8', 'name': 'autumn house', 'phone': '01223575122', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000008'}
{'address': '328a histon road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '13', 'name': 'city centre north b and b', 'phone': '01223312843', 'postcode': 'cb43ht', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000013'}
{'address': '41 warkworth street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '15', 'name': 'el shaddai', 'phone': '01223327978', 'postcode': 'cb11eg', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000015'}
{'address': '144 thornton road', 'area': 'west', 'internet': 'yes', 'parking': 'yes', 'id': '17', 'name': 'finches bed and breakfast', 'phone': '01223276653', 'postcode': 'cb30nd', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000017'}
{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000024'}
{'address': '53 roseford road', 'area': 'south', 'internet': 'yes', 'parking': 'yes', 'id': '27', 'name': ""rosa's bed and breakfast"", 'phone': '01223512596', 'postcode': 'cb22ha', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000027'}
{'address': '152 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '32', 'name': 'worth house', 'phone': '01223316074', 'postcode': 'cb41da', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000032'}
 



Agent: There are 9 cheap guesthouses with free wifi available, please choose one from the following options: Alexander Bed and Breakfast, Allenbell, Autumn House, City Centre North B and B, El Shaddai, Finches Bed and Breakfast, Leverton House, Rosa's Bed and Breakfast, or Worth House, or would you like me to provide more details to help you decide.






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Conversation Consistency","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi available, please choose one from the following options: Express by Holiday Inn Cambridge, Gonville Hotel, Huntingdon Marriott Hotel, The Lensfield Hotel, or University Arms Hotel, or would you like me to provide more details to help you decide. 

User: Not really on the area. But I would like an expensive guesthouse. 

Agent: Unfortunately, there are no expensive guesthouses with free wifi available in our database, I'll make sure to update you if any new options become available. 
