StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID3_1,QID3_2,QID3_3,QID4_1,QID4_2,QID4_3,QID5_1,QID5_2,QID5_3,QID6_1,QID6_2,QID6_3,QID7_1,QID7_2,QID7_3,QID8_1,QID8_2,QID8_3,QID9,QID10,QID11_1,QID11_2,QID11_3,QID12_1,QID12_2,QID12_3,QID13_1,QID13_2,QID13_3,QID14_1,QID14_2,QID14_3,QID15_1,QID15_2,QID15_3,QID16_1,QID16_2,QID16_3,QID17_1,QID17_2,QID17_3,QID18_1,QID18_2,QID18_3,QID19_1,QID19_2,QID19_3,QID20_1,QID20_2,QID20_3,QID21,QID22,QID23_1,QID23_2,QID23_3,QID24_1,QID24_2,QID24_3,QID25_1,QID25_2,QID25_3,QID26_1,QID26_2,QID26_3,QID27_1,QID27_2,QID27_3,QID28_1,QID28_2,QID28_3,QID29_1,QID29_2,QID29_3,QID30_1,QID30_2,QID30_3,QID31_1,QID31_2,QID31_3,QID32_1,QID32_2,QID32_3,QID33,QID34,QID35_1,QID35_2,QID35_3,QID36_1,QID36_2,QID36_3,QID37_1,QID37_2,QID37_3,QID38_1,QID38_2,QID38_3,QID39_1,QID39_2,QID39_3,QID40_1,QID40_2,QID40_3,QID41_1,QID41_2,QID41_3,QID42_1,QID42_2,QID42_3,QID43_1,QID43_2,QID43_3,QID44_1,QID44_2,QID44_3,QID45_1,QID45_2,QID45_3,QID46,QID47,QID48_1,QID48_2,QID48_3,QID49_1,QID49_2,QID49_3,QID50_1,QID50_2,QID50_3,QID51_1,QID51_2,QID51_3,QID52_1,QID52_2,QID52_3,QID53_1,QID53_2,QID53_3,QID54_1,QID54_2,QID54_3,QID55_1,QID55_2,QID55_3,QID56_1,QID56_2,QID56_3,QID57,QID58,QID59_1,QID59_2,QID59_3,QID60_1,QID60_2,QID60_3,QID61_1,QID61_2,QID61_3,QID62_1,QID62_2,QID62_3,QID63_1,QID63_2,QID63_3,QID64_1,QID64_2,QID64_3,QID65,QID66,QID67_1,QID67_2,QID67_3,QID68_1,QID68_2,QID68_3,QID69_1,QID69_2,QID69_3,QID70_1,QID70_2,QID70_3,QID71_1,QID71_2,QID71_3,QID72_1,QID72_2,QID72_3,QID73,QID74,QID75_1,QID75_2,QID75_3,QID76_1,QID76_2,QID76_3,QID77_1,QID77_2,QID77_3,QID78_1,QID78_2,QID78_3,QID79_1,QID79_2,QID79_3,QID80_1,QID80_2,QID80_3,QID81_1,QID81_2,QID81_3,QID82_1,QID82_2,QID82_3,QID83_1,QID83_2,QID83_3,QID84_1,QID84_2,QID84_3,QID85_1,QID85_2,QID85_3,QID86_1,QID86_2,QID86_3,QID87_1,QID87_2,QID87_3,QID88_1,QID88_2,QID88_3,QID89_1,QID89_2,QID89_3,QID90,QID91
Agent: There are 9 cheap guesthouses with free wifi available. To help you find the best option, could you please specify the area you prefer or any other details like the number of stars? Here are a couple of options: Alexander Bed and Breakfast in the centre and Allenbell in the east. 

User: No I don't think so. Which one sounds the best? 

Agent: Both Alexander Bed and Breakfast and Allenbell are highly rated cheap guesthouses with free wifi. Alexander Bed and Breakfast is located in the centre at 56 Saint Barnabas Road, while Allenbell is in the east at 517A Coldham Lane. Which one would you prefer to book? 

User: Wait...is that a restaurant? I want a guesthouse. I'm so confused. 

Agent: Both Alexander Bed and Breakfast and Allenbell are indeed guesthouses. Alexander Bed and Breakfast is located in the centre at 56 Saint Barnabas Road, while Allenbell is in the east at 517A Coldham Lane. If you have any other questions or need further assistance, feel free to ask! 

User: Oh, ok. Sure, go ahead and book 4 nights from Tuesday. There will be three of us. 

Agent: Your booking for 4 nights starting on Tuesday for 3 people at Alexander Bed and Breakfast has been confirmed. The reference number for your reservation is A1B2C3D4. 

User: No. I need it for 4 nights. I try another time. Thanks. 

Agent: Your previous booking was canceled. There are 9 cheap guesthouses with free wifi available. Would you like to book ""Alexander Bed and Breakfast"" again or consider another option like ""Allenbell"" in the east or ""Autumn House"" also in the east? 

User: Could you look again for a place in the cheap range. Area does not matter. 



Database Result: 

Count: 9


{'address': '56 saint barnabas road', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '2', 'name': 'alexander bed and breakfast', 'phone': '01223525725', 'postcode': 'cb12de', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000002'}
{'address': '517a coldham lane', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '3', 'name': 'allenbell', 'phone': '01223210353', 'postcode': 'cb13js', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000003'}
{'address': '710 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '8', 'name': 'autumn house', 'phone': '01223575122', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000008'}
{'address': '328a histon road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '13', 'name': 'city centre north b and b', 'phone': '01223312843', 'postcode': 'cb43ht', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000013'}
{'address': '41 warkworth street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '15', 'name': 'el shaddai', 'phone': '01223327978', 'postcode': 'cb11eg', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000015'}
{'address': '144 thornton road', 'area': 'west', 'internet': 'yes', 'parking': 'yes', 'id': '17', 'name': 'finches bed and breakfast', 'phone': '01223276653', 'postcode': 'cb30nd', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000017'}
{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000024'}
{'address': '53 roseford road', 'area': 'south', 'internet': 'yes', 'parking': 'yes', 'id': '27', 'name': ""rosa's bed and breakfast"", 'phone': '01223512596', 'postcode': 'cb22ha', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000027'}
{'address': '152 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '32', 'name': 'worth house', 'phone': '01223316074', 'postcode': 'cb41da', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000032'}
 



Agent: There are 9 cheap guesthouses with free wifi available. Would you like to book ""Alexander Bed and Breakfast"" in the centre, ""Allenbell"" in the east, or consider another option like ""Autumn House,"" also in the east?






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Policy Compliance","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi. Do you have a preferred area or any other specific requirements? Here are a couple of options: The Gonville Hotel in the centre and the Huntingdon Marriott Hotel in the west. 

User: Not really on the area. But I would like an expensive guesthouse. 

Agent: I'm sorry, but there are no expensive guesthouses with free wifi available. Would you like to consider hotels or adjust your preferences? 

User: Ok, well I guess a cheap one would work just as well. I need a place to stay. I would just still need free wifi. 

Agent: There are 9 cheap guesthouses with free wifi available. To help you find the best option, could you please specify the area you prefer or any other details like the number of stars? Here are a couple of options: Alexander Bed and Breakfast in the centre and Allenbell in the east. 

User: No I don't think so. Which one sounds the best? 

Agent: Both Alexander Bed and Breakfast and Allenbell are highly rated cheap guesthouses with free wifi. Alexander Bed and Breakfast is located in the centre at 56 Saint Barnabas Road, while Allenbell is in the east at 517A Coldham Lane. Which one would you prefer to book? 

User: Wait...is that a restaurant? I want a guesthouse. I'm so confused. 

Agent: Both Alexander Bed and Breakfast and Allenbell are indeed guesthouses. Alexander Bed and Breakfast is located in the centre at 56 Saint Barnabas Road, while Allenbell is in the east at 517A Coldham Lane. If you have any other questions or need further assistance, feel free to ask! 

User: Oh, ok. Sure, go ahead and book 4 nights from Tuesday. There will be three of us. 

Agent: Your booking for 4 nights starting on Tuesday for 3 people at Alexander Bed and Breakfast has been confirmed. The reference number for your reservation is A1B2C3D4. 

User: No. I need it for 4 nights. I try another time. Thanks. 

Agent: Your previous booking was canceled. There are 9 cheap guesthouses with free wifi available. Would you like to book ""Alexander Bed and Breakfast"" again or consider another option like ""Allenbell"" in the east or ""Autumn House"" also in the east? 

User: Could you look again for a place in the cheap range. Area does not matter. 

Agent: There are 9 cheap guesthouses with free wifi available. Would you like to book ""Alexander Bed and Breakfast"" in the centre, ""Allenbell"" in the east, or consider another option like ""Autumn House,"" also in the east? 

User: You don't have a cheap guesthouse (any area) with free wifi, for tuesday, 4 nights, 3 people? Could you please check again? 



Database Result: 

Count: 9


{'address': '56 saint barnabas road', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '2', 'name': 'alexander bed and breakfast', 'phone': '01223525725', 'postcode': 'cb12de', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000002'}
{'address': '517a coldham lane', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '3', 'name': 'allenbell', 'phone': '01223210353', 'postcode': 'cb13js', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000003'}
{'address': '710 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '8', 'name': 'autumn house', 'phone': '01223575122', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000008'}
{'address': '328a histon road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '13', 'name': 'city centre north b and b', 'phone': '01223312843', 'postcode': 'cb43ht', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000013'}
{'address': '41 warkworth street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '15', 'name': 'el shaddai', 'phone': '01223327978', 'postcode': 'cb11eg', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000015'}
{'address': '144 thornton road', 'area': 'west', 'internet': 'yes', 'parking': 'yes', 'id': '17', 'name': 'finches bed and breakfast', 'phone': '01223276653', 'postcode': 'cb30nd', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000017'}
{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000024'}
{'address': '53 roseford road', 'area': 'south', 'internet': 'yes', 'parking': 'yes', 'id': '27', 'name': ""rosa's bed and breakfast"", 'phone': '01223512596', 'postcode': 'cb22ha', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000027'}
{'address': '152 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '32', 'name': 'worth house', 'phone': '01223316074', 'postcode': 'cb41da', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000032'}
 



Agent: There are 9 cheap guesthouses with free wifi available for your stay of 4 nights starting on Tuesday for 3 people. Here are a few options: ""Alexander Bed and Breakfast"" in the centre, ""Allenbell"" in the east, and ""Autumn House"" also in the east. Would you like to book one of these, or do you need more information?






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Conversation Consistency","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi. Do you have a preferred area or any other specific requirements? Here are a couple of options: The Gonville Hotel in the centre and the Huntingdon Marriott Hotel in the west. 

User: Not really on the area. But I would like an expensive guesthouse. 

Agent: I'm sorry, but there are no expensive guesthouses with free wifi available. Would you like to consider hotels or adjust your preferences? 

User: Ok, well I guess a cheap one would work just as well. I need a place to stay. I would just still need free wifi. 

Agent: There are 9 cheap guesthouses with free wifi available. To help you find the best option, could you please specify the area you prefer or any other details like the number of stars? Here are a couple of options: Alexander Bed and Breakfast in the centre and Allenbell in the east. 

User: No I don't think so. Which one sounds the best? 

Agent: Both Alexander Bed and Breakfast and Allenbell are highly rated cheap guesthouses with free wifi. Alexander Bed and Breakfast is located in the centre at 56 Saint Barnabas Road, while Allenbell is in the east at 517A Coldham Lane. Which one would you prefer to book? 

User: Wait...is that a restaurant? I want a guesthouse. I'm so confused. 

Agent: Both Alexander Bed and Breakfast and Allenbell are indeed guesthouses. Alexander Bed and Breakfast is located in the centre at 56 Saint Barnabas Road, while Allenbell is in the east at 517A Coldham Lane. If you have any other questions or need further assistance, feel free to ask! 

User: Oh, ok. Sure, go ahead and book 4 nights from Tuesday. There will be three of us. 

Agent: Your booking for 4 nights starting on Tuesday for 3 people at Alexander Bed and Breakfast has been confirmed. The reference number for your reservation is A1B2C3D4. 

User: No. I need it for 4 nights. I try another time. Thanks. 

Agent: Your previous booking was canceled. There are 9 cheap guesthouses with free wifi available. Would you like to book ""Alexander Bed and Breakfast"" again or consider another option like ""Allenbell"" in the east or ""Autumn House"" also in the east? 

User: Could you look again for a place in the cheap range. Area does not matter. 

Agent: There are 9 cheap guesthouses with free wifi available. Would you like to book ""Alexander Bed and Breakfast"" in the centre, ""Allenbell"" in the east, or consider another option like ""Autumn House,"" also in the east? 

User: You don't have a cheap guesthouse (any area) with free wifi, for tuesday, 4 nights, 3 people? Could you please check again? 



Database Result: 

Count: 9


{'address': '56 saint barnabas road', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '2', 'name': 'alexander bed and breakfast', 'phone': '01223525725', 'postcode': 'cb12de', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000002'}
{'address': '517a coldham lane', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '3', 'name': 'allenbell', 'phone': '01223210353', 'postcode': 'cb13js', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000003'}
{'address': '710 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '8', 'name': 'autumn house', 'phone': '01223575122', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000008'}
{'address': '328a histon road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '13', 'name': 'city centre north b and b', 'phone': '01223312843', 'postcode': 'cb43ht', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000013'}
{'address': '41 warkworth street', 'area': 'centre', 'internet': 'yes', 'parking': 'yes', 'id': '15', 'name': 'el shaddai', 'phone': '01223327978', 'postcode': 'cb11eg', 'pricerange': 'cheap', 'stars': '0', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000015'}
{'address': '144 thornton road', 'area': 'west', 'internet': 'yes', 'parking': 'yes', 'id': '17', 'name': 'finches bed and breakfast', 'phone': '01223276653', 'postcode': 'cb30nd', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000017'}
{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000024'}
{'address': '53 roseford road', 'area': 'south', 'internet': 'yes', 'parking': 'yes', 'id': '27', 'name': ""rosa's bed and breakfast"", 'phone': '01223512596', 'postcode': 'cb22ha', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000027'}
{'address': '152 chesterton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '32', 'name': 'worth house', 'phone': '01223316074', 'postcode': 'cb41da', 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'ref': '00000032'}
 



Agent: There are 9 cheap guesthouses with free wifi available for your stay of 4 nights starting on Tuesday for 3 people. Here are a few options: ""Alexander Bed and Breakfast"" in the centre, ""Allenbell"" in the east, and ""Autumn House"" also in the east. Would you like to book one of these, or do you need more information?






Rate the Conversation Consistency, Backend Knowledge Consistency, and Policy Compliance from 1 to 5 for the above response. - Backend Knowledge Consistency","Read the dialogue context below:



User: I'm looking for an expensive hotel with free wifi. 

Agent: There are 5 expensive hotels with free wifi. Do you have a preferred area or any other specific requirements? Here are a couple of options: The Gonville Hotel in the centre and the Huntingdon Marriott Hotel in the west. 

User: Not really on the area. But I would like an expensive guesthouse. 

Agent: I'm sorry, but there are no expensive guesthouses with free wifi available. Would you like to consider hotels or adjust your preferences? 

User: Ok, well I guess a cheap one would work just as well. I need a place to stay. I would just still need free wifi. 

Agent: There are 9 cheap guesthouses with free wifi available. To help you find the best option, could you please specify the area you prefer or any other details like the number of stars? Here are a couple of options: Alexander Bed and Breakfast in the centre and Allenbell in the east. 

User: No I don't think so. Which one sounds the best? 

Agent: Both Alexander Bed and Breakfast and Allenbell are highly rated cheap guesthouses with free wifi. Alexander Bed and Breakfast is located in the centre at 56 Saint Barnabas Road, while Allenbell is in the east at 517A Coldham Lane. Which one would you prefer to book? 

User: Wait...is that a restaurant? I want a guesthouse. I'm so confused. 
